"","packet","WiFiArrivalTimes","LTEArrivalTimes","WiFiDelayPackets","LTEDelayPackets","WiFiSentTimes","LTESentTimes","InterArrivals","InterArrivalRevs","feedbackreceivedWiFi"
"44",44,0.443327235061649,0.453611248748799,0.00702023506165,0.0173182487488,0.436306999999999,0.436292999999999,0.00218211657714718,0.0203711570434794,0.450347470123299
"45",45,0.453891162460333,0.464029932907098,0.00742316246033,0.0175769329071,0.446468000000003,0.446452999999998,0.000279913711533797,0.0207026978454489,0.461314324920663
"46",46,0.463749013839722,0.4795530458221,0.00713801383972,0.0229270458221,0.456611000000002,0.456626,-0.000280919067375873,0.025661883361767,0.470887027679442
"47",47,0.473881966308592,0.484362152160598,0.00710296630859,0.0175981521606,0.466779000000002,0.466763999999998,-0.00567107951350748,0.0206131383208754,0.480984932617183
"48",48,0.484077013839722,0.494252023910497,0.00713801383972,0.0173280239105,0.476939000000002,0.476923999999997,-0.000285138320876177,0.0203700576019043,0.491215027679442
"49",49,0.494536083389283,0.504702225647,0.00743508338928,0.017617225647,0.487101000000003,0.487085,0.000284059478785903,0.0206252118072788,0.501971166778563
"50",50,0.504403132446293,0.520107069366498,0.00712013244629,0.0228390693665,0.497283000000003,0.497267999999998,-0.000299093200707423,0.0255709859772156,0.511523264892583
"51",51,0.514500050964363,0.5249911577454,0.00706005096436,0.0175671577454,0.507440000000003,0.507424,-0.00560701840213573,0.0205880252991073,0.521560101928723
"52",52,0.524708257843019,0.535248333084099,0.00710725784302,0.0176613330841,0.517600999999999,0.517586999999999,-0.000282899902381173,0.0207482821197363,0.531815515686039
"53",53,0.53494621392822,0.5456629573364,0.00718021392822,0.0179109573364,0.527766,0.527752,-0.000302119155879188,0.0209546994933805,0.54212642785644
"54",54,0.545386024688717,0.559494941314699,0.00746202468872,0.0215859413147,0.537923999999997,0.537908999999999,-0.000276932647682804,0.0245487273864794,0.552848049377437
"55",55,0.55508200901794,0.565331120941198,0.00699400901794,0.0172591209412,0.548088,0.548071999999998,-0.00441293229675921,0.0199450962524809,0.56207601803588
"56",56,0.565193133209229,0.575483061035201,0.00694513320923,0.0172500610352,0.558247999999999,0.558233000000001,-0.000137987731968714,0.0204010520172614,0.572138266418459
"57",57,0.575361047348023,0.585657174056998,0.00695204734802,0.017263174057,0.568409000000003,0.568393999999998,-0.000122013687178679,0.0204640408477689,0.582313094696043
"58",58,0.585511080093379,0.599483144455002,0.00694108009338,0.020928144455,0.578569999999999,0.578555000000001,-0.000146093963618643,0.0241220971069789,0.592452160186759
"59",59,0.595795090499879,0.606797188201898,0.00705409049988,0.0180811882019,0.588740999999999,0.588715999999998,-0.00368805395512262,0.0212861081085188,0.602849180999759
"60",60,0.606082102111824,0.616890113510099,0.00720310211182,0.0180261135101,0.598879000000004,0.598863999999999,-0.000715086090074313,0.02109502301022,0.613285204223644
"61",61,0.616165927978518,0.626837331115701,0.00714492797852,0.0178003311157,0.609020999999998,0.609037000000001,-0.00072418553158049,0.0207552290038771,0.623310855957039
"62",62,0.626545087768551,0.640039128463703,0.00736808776855,0.0208461284637,0.619177000000001,0.619193000000003,-0.000292243347150167,0.0238732004851844,0.633913175537101
"63",63,0.63641813124084,0.646907097839398,0.00708413124084,0.0175580978394,0.629334,0.629348999999998,-0.0036209972228628,0.0203620100708471,0.64350226248168
"64",64,0.64662710649109,0.656933206039397,0.00713610649109,0.0174272060394,0.639491,0.639505999999997,-0.00027999134830814,0.0205150747985572,0.65376321298218
"65",65,0.657220081420897,0.667250138580299,0.0075740814209,0.0175881385803,0.649645999999997,0.649661999999999,0.000286875381499851,0.0206230320892097,0.664794162841797
"66",66,0.666918317749019,0.677464074295001,0.00711631774902,0.017646074295,0.659801999999999,0.659818000000001,-0.000331820831280139,0.0202439928741043,0.674034635498039
"67",67,0.677157333740229,0.687554270767203,0.00719833374023,0.0175802707672,0.669958999999999,0.669974000000003,-0.000306740554772644,0.0206359530181843,0.684355667480459
"68",68,0.687267080535891,0.697412962799098,0.00715208053589,0.0172829627991,0.680115000000001,0.680129999999998,-0.000287190231312739,0.0202556290588697,0.694419161071781
"69",69,0.697702169250492,0.707991148986797,0.00742816925049,0.0177011489868,0.690274000000002,0.690289999999997,0.000289206451393853,0.0207240684509067,0.705130338500982
"70",70,0.707704078567498,0.7179701701202,0.0072910785675,0.0175411701202,0.700412999999998,0.700429,-0.000287070419299873,0.0202680008697075,0.714995157134998
"71",71,0.717688152816767,0.728101189285298,0.00713515281677,0.0175201892853,0.710552999999997,0.710580999999998,-0.000282017303432358,0.0203971107178001,0.724823305633537
"72",72,0.727796026214599,0.738258230026202,0.0071120262146,0.0175502300262,0.720683999999999,0.720708000000002,-0.000305163070699055,0.0205700772094346,0.734908052429199
"73",73,0.737939072540282,0.758361941330003,0.00711107254028,0.02751994133,0.730828000000002,0.730842000000003,-0.000319157485919486,0.0305659151154041,0.745050145080562
"74",74,0.747988168365482,0.760112017486598,0.00700616836548,0.0191140174866,0.740982000000002,0.740997999999998,-0.0103737729645202,0.0221729449463152,0.754994336730963
"75",75,0.758652231567379,0.768716190490699,0.00750923156738,0.0175561904907,0.751142999999999,0.751159999999999,-0.00145978591921858,0.0207280221252163,0.766161463134759
"76",76,0.768435245468141,0.786053212326003,0.00713324546814,0.024735212326,0.761302000000001,0.761318000000003,-0.000280945022558154,0.0274009807586237,0.775568490936281
"77",77,0.778483181945801,0.797679148727401,0.0070161819458,0.0261981487274,0.771467000000001,0.771481000000001,-0.00757003038020154,0.0292439032592609,0.785499363891601
"78",78,0.7886631819458,0.7984421855469,0.0070161819458,0.0168151855469,0.781647,0.781627,-0.00901596678160188,0.019959003601099,0.7956793638916
"79",79,0.799025221923829,0.809676022827099,0.00722122192383,0.0178890228271,0.791803999999999,0.791786999999999,0.000583036376928803,0.0210128408812998,0.806246443847659
"80",80,0.809087953933724,0.819610147781404,0.00712895393372,0.0176651477814,0.801959000000004,0.801945000000003,-0.000588068893375704,0.0205849258575744,0.816216907867444
"81",81,0.819277140441893,0.839957065200801,0.00716114044189,0.0278570652008,0.812116000000003,0.812100000000001,-0.000333007339510361,0.0308691112670773,0.826438280883783
"82",82,0.829320176361083,0.8412041244812,0.00704717636108,0.0189471244812,0.822273000000003,0.822257,-0.0106368888397183,0.0219269840393073,0.836367352722163
"83",83,0.840247222045898,0.8498230862274,0.0078182220459,0.0174090862274,0.832428999999998,0.832414,-0.000956902435302776,0.0205029098663173,0.848065444091798
"84",84,0.850104053054807,0.859625273056002,0.00751805305481,0.017055273056,0.842585999999997,0.842570000000002,0.000280966827407192,0.0193780510101044,0.857622106109617
"85",85,0.860159201995849,0.879466120483402,0.00741720199585,0.0267391204834,0.852741999999999,0.852727000000002,0.000533928939847272,0.0293620674285944,0.867576403991699
"86",86,0.870141156433111,0.881100994140599,0.00724315643311,0.0182189941406,0.862898000000001,0.862881999999999,-0.00932496405029026,0.0209417921447498,0.877384312866221
"87",87,0.880161019424443,0.889545148742701,0.00710701942444,0.0165071487427,0.873054000000003,0.873038000000001,-0.0009399747161557,0.0194039923095898,0.887268038848883
"88",88,0.890362126861573,0.899537163085901,0.00715112686157,0.0163421630859,0.883211000000003,0.883195000000001,0.000816978118871825,0.0193761436614572,0.897513253723143
"89",89,0.900380221481317,0.9199021935272,0.00701022148132,0.0265471935272,0.893369999999997,0.893355,0.000843058395416763,0.0295400666656268,0.907390442962637
"90",90,0.910620191146847,0.921149252807599,0.00709319114685,0.0176372528076,0.903526999999997,0.903511999999999,-0.00928200238035282,0.0207690313262818,0.917713382293697
"91",91,0.920706188735961,0.931370148986799,0.00702118873596,0.0177011489868,0.913685000000001,0.913668999999999,-0.000443064071638188,0.0207499578399518,0.927727377471921
"92",92,0.931082249084473,0.943056127334598,0.00724124908447,0.0192301273346,0.923841000000003,0.923825999999998,-0.000287899902325695,0.0223499385986373,0.938323498168943
"93",93,0.94277590315247,0.959479006011998,0.00877690315247,0.025496006012,0.933999,0.933982999999998,-0.000280224182128253,0.0283967569275247,0.95155280630494
"94",94,0.951211090499877,0.962308018890402,0.00705409049988,0.0181670188904,0.944156999999997,0.944141000000002,-0.00826791551212069,0.0195321157379318,0.958265180999757
"95",95,0.961435086120614,0.971616010330201,0.00712108612061,0.0173180103302,0.954314000000004,0.954298000000001,-0.000872932769788171,0.0204049198303243,0.968556172241224
"96",96,0.971914143295289,0.985175197128303,0.00744414329529,0.0207211971283,0.964469999999999,0.964454000000003,0.000298132965087183,0.0237401110076898,0.979358286590579
"97",97,0.981732112075808,0.999310211120603,0.00710511207581,0.0246992111206,0.974626999999998,0.974611000000003,-0.00344308505249535,0.0273960678253145,0.988837224151618
"98",98,0.991897118865967,1.0011481642914,0.00711011886597,0.0163781642914,0.984786999999997,0.984769999999997,-0.00741309225463582,0.0194160522155894,0.999007237731937
"99",99,1.00200132891846,1.0111271119385,0.00705432891846,0.0161991119385,0.994947000000003,0.994928000000002,0.00085316462706575,0.0192299930725345,1.00905565783692
"100",100,1.01226908174133,1.0223079603882,0.00718808174133,0.0172109603882,1.005081,1.005097,0.00114196980282522,0.020306631469736,1.01945716348266
"101",101,1.02262115446472,1.0368571074524,0.00738215446472,0.0216031074524,1.015239,1.015254,0.00031319407652175,0.0245880257110718,1.03000330892944
"102",102,1.03272398033142,1.041676100769,0.00732398033142,0.016261100769,1.0254,1.025415,-0.00413312712098102,0.0190549463042813,1.04004796066284
"103",103,1.04235506848145,1.0526700290527,0.00679206848145,0.0170860290527,1.035563,1.035584,0.000678967712451017,0.0199460487212824,1.0491471369629
"104",104,1.05255516912842,1.0631301053925,0.00683116912842,0.0173881053925,1.045724,1.045742,-0.000114859924280175,0.0207750369110438,1.05938633825684
"105",105,1.06297628379822,1.0772022695312,0.00709128379822,0.0213012695312,1.055885,1.055901,-0.000153821594273573,0.0246471004027788,1.07006756759644
"106",106,1.07284122103882,1.0832751592712,0.00679922103882,0.0172171592712,1.066042,1.066058,-0.00436104849237573,0.0202988754729747,1.07964044207764
"107",107,1.0836750450592,1.0937932176514,0.0074770450592,0.0175762176514,1.076198,1.076217,0.000399885787999876,0.0209519966125769,1.0911520901184
"108",108,1.09340792436218,1.101772098999,0.00703692436218,0.015417098999,1.086371,1.086355,-0.000385293289220101,0.0180970539397993,1.10044484872436
"109",109,1.10331100857544,1.1193270354156,0.00678300857544,0.0228140354156,1.096528,1.096513,0.00153890957644176,0.0259191110534218,1.11009401715088
"110",110,1.11350012280273,1.1221602212219,0.00683212280273,0.0155072212219,1.106668,1.106653,-0.00582691261287249,0.0188492126464623,1.12033224560546
"111",111,1.12357112039185,1.1353010556946,0.00676012039185,0.0184750556946,1.116811,1.116826,0.00141089916994686,0.0218009328918742,1.1303312407837
"112",112,1.13584217793274,1.1439381835785,0.00887417793274,0.0169541835785,1.126968,1.126984,0.000541122238134628,0.0203670631866519,1.14471635586548
"113",113,1.14407616595459,1.1597071467896,0.00693416595459,0.0225801467896,1.137142,1.137127,0.000137982376086976,0.0238649688568617,1.15101033190918
"114",114,1.15444898109436,1.1648940267639,0.00714898109436,0.0176110267639,1.1473,1.147283,-0.0052581656952384,0.0208178608093144,1.16159796218872
"115",115,1.16460192797852,1.1747740307007,0.00714492797852,0.0173330307007,1.157457,1.157441,-0.000292098785380723,0.0203250496063374,1.17174685595704
"116",116,1.1750650111084,1.1851841385803,0.0074520111084,0.0175881385803,1.167613,1.167596,0.000290980407704255,0.0205822106017823,1.1825170222168
"117",117,1.18491108732605,1.1999042521362,0.00715708732605,0.0221662521362,1.177754,1.177738,-0.000273051254253032,0.0248392410277951,1.1920681746521
"118",118,1.1949922702179,1.2040511965942,0.0070812702179,0.0161561965942,1.187911,1.187895,-0.00491198191829834,0.0191401092681474,1.2020735404358
"119",119,1.20522708732605,1.213960241272,0.00715708732605,0.015908241272,1.19807,1.198052,0.00117589073185376,0.0189679710540973,1.2123841746521
"120",120,1.21528328259277,1.2258461070404,0.00705528259277,0.0176351070404,1.208228,1.208211,0.00132304132077143,0.0206190197143472,1.22233856518554
"121",121,1.22556402183533,1.2396211089783,0.00717902183533,0.0212531089783,1.218385,1.218368,-0.00028208520507067,0.0243378263855296,1.23274304367066
"122",122,1.23559918994141,1.2461372188568,0.00705718994141,0.0176122188568,1.228542,1.228525,-0.00402191903689064,0.0205731970214698,1.24265637988282
"123",123,1.24584607374573,1.2560172227936,0.00714707374573,0.0173342227936,1.238699,1.238683,-0.000291145111070756,0.0204180328521943,1.25299314749146
"124",124,1.25630415008545,1.2666750939026,0.00744915008545,0.0178360939026,1.248855,1.248839,0.000286927291847316,0.0208290201568699,1.2637533001709
"125",125,1.26639415446472,1.2794930836639,0.00738215446472,0.0204970836639,1.259012,1.258996,-0.000280939437878436,0.0231889335784543,1.27377630892944
"126",126,1.27624216398621,1.286770225647,0.00707316398621,0.017617225647,1.269169,1.269153,-0.00325091967769531,0.0203760711822845,1.28331532797242
"127",127,1.28648399467468,1.2966389775848,0.00715899467468,0.0173289775848,1.279325,1.27931,-0.000286230972322832,0.0203968135985944,1.29364298934936
"128",128,1.29696211175537,1.3081189283295,0.00749111175537,0.0186269283295,1.289471,1.289492,0.000323134170566508,0.0216349336548227,1.30445322351074
"129",129,1.30833909283447,1.3195060224304,0.00870609283447,0.0198550224304,1.299633,1.299651,0.000220164504967313,0.0225439106750283,1.31704518566894
"130",130,1.31760306948853,1.3275840587463,0.00781106948853,0.0177750587463,1.309792,1.309809,-0.00190295294186549,0.0192449659118312,1.32541413897706
"131",131,1.32711419355774,1.3372921165619,0.00716519355774,0.0173261165619,1.319949,1.319966,-0.000469865188560181,0.0196890470733693,1.33427938711548
"132",132,1.33757319761658,1.3476990990448,0.00748419761658,0.0175940990448,1.330089,1.330105,0.000281081054680055,0.0205849054870622,1.34505739523316
"133",133,1.34741505458069,1.3575712351685,0.00716805458069,0.0173082351685,1.340247,1.340263,-0.00028404446411523,0.0199980375519193,1.35458310916138
"134",134,1.35785911054993,1.3680031317902,0.00745511054993,0.0175831317902,1.350404,1.35042,0.000287875381427272,0.0205880772095117,1.36531422109986
"135",135,1.36771398788452,1.3781940798798,0.00715398788452,0.0176150798798,1.36056,1.360579,-0.000289143905680245,0.0203349693298738,1.37486797576904
"136",136,1.3778769743042,1.3983070827179,0.0071439743042,0.0275890827179,1.370733,1.370718,-0.000317105575599941,0.0305930948333841,1.3850209486084
"137",137,1.38802204658508,1.3998652251282,0.00712704658508,0.0189862251282,1.380895,1.380879,-0.0102850361328213,0.0219882508239988,1.39514909317016
"138",138,1.39859217286682,1.4086522651825,0.00753617286682,0.0176112651825,1.391056,1.391041,-0.0012730522613813,0.020630218597419,1.40612834573364
"139",139,1.40835806695557,1.4250070951233,0.00714206695557,0.0238060951233,1.401216,1.401201,-0.000294198226933329,0.0264149222564813,1.41550013391114
"140",140,1.41841511645508,1.4392922597046,0.00703811645508,0.0279302597046,1.411377,1.411362,-0.0065919786682187,0.030934192749029,1.42545323291016
"141",141,1.42960894694519,1.4404090961151,0.00810694694519,0.0188910961151,1.421502,1.421518,-0.00968331275941026,0.0219939796600175,1.43771589389038
"142",142,1.43888399029541,1.4494320847015,0.00722599029541,0.0177590847015,1.431658,1.431673,-0.00152510581969034,0.0198231377563167,1.44610998059082
"143",143,1.44898510769653,1.4595620970764,0.00717210769653,0.0177330970764,1.441813,1.441829,-0.000446977004969984,0.0206781067809898,1.45615721539306
"144",144,1.4591412003479,1.4794220643158,0.0071702003479,0.0274350643158,1.451971,1.451987,-0.00042089672849821,0.030436956619269,1.4663114006958
"145",145,1.47086627934265,1.4801071246796,0.00873827934265,0.0179641246796,1.462128,1.462143,-0.00855578497315257,0.0209659243316973,1.4796045586853
"146",146,1.48064729324341,1.4894721444855,0.00836229324341,0.0171711444855,1.472285,1.472301,0.000540168563811783,0.0186058651428518,1.48900958648682
"147",147,1.48975792042542,1.4996222303467,0.00731492042542,0.0171642303467,1.482443,1.482458,0.00028577593992174,0.0189749371032917,1.49707284085084
"148",148,1.49984516322327,1.5209619690552,0.00724816322327,0.0283479690552,1.492597,1.492614,0.000222932876572379,0.0312040486297798,1.50709332644654
"149",149,1.50983096510315,1.5233090317535,0.00706696510315,0.0205290317535,1.502764,1.50278,-0.011131003952054,0.023463868530228,1.5168979302063
"150",150,1.51999316398621,1.5298870378113,0.00707316398621,0.0169520378113,1.51292,1.512935,-0.0033158677672902,0.0200560727081496,1.52706632797242
"151",151,1.5317542441864,1.5431821494751,0.0086772441864,0.0200891494751,1.523077,1.523093,0.00186720637510196,0.0231889854888918,1.5404314883728
"152",152,1.5436952377625,1.559496216629,0.0104632377625,0.026248216629,1.533232,1.533248,0.000513088287395158,0.0277419724425996,1.554158475525
"153",153,1.55052233132935,1.5605272155609,0.00712633132935,0.0171182155609,1.543396,1.543409,-0.00897388529964904,0.0168319777983987,1.5576486626587
"154",154,1.56082326945496,1.569477030014,0.00725626945496,0.015928030014,1.553567,1.553549,0.000296053894064174,0.0189546986846454,1.56807953890992
"155",155,1.57114597036743,1.5804220497437,0.00742197036743,0.0167150497437,1.563724,1.563707,0.00166894035343401,0.0195987802887398,1.57856794073486
"156",156,1.58179711943054,1.5996141138916,0.00791811943054,0.0257511138916,1.573879,1.573863,0.00137506968683709,0.0284681435241723,1.58971523886108
"157",157,1.59115012565613,1.6009312219086,0.00711512565613,0.0169122219086,1.584035,1.584019,-0.0084639882354729,0.0191341024780598,1.59826525131226
"158",158,1.60219304277039,1.6099580715179,0.00800204277039,0.0157830715179,1.594191,1.594175,0.00126182086179427,0.0188079458617698,1.61019508554078
"159",159,1.61154724108887,1.6216242611237,0.00720024108887,0.0172922611237,1.604347,1.604332,0.00158916957096733,0.0194312183533074,1.61874748217774
"160",160,1.62148418074036,1.639411324585,0.00698018074036,0.024923324585,1.614504,1.614488,-0.000140080383335794,0.0278640834961343,1.62846436148072
"161",161,1.63154891275024,1.6402499728394,0.00688791275024,0.0156049728394,1.624661,1.624645,-0.00786241183475833,0.0187657920990374,1.63843682550048
"162",162,1.64170300540161,1.6524671477814,0.00688600540161,0.0176651477814,1.634817,1.634802,0.00145303256220708,0.0209182350311574,1.64858901080322
"163",163,1.65193415357971,1.6628091142731,0.00696015357971,0.0178511142731,1.644974,1.644958,-0.000532994201692949,0.0211061088714943,1.65889430715942
"164",164,1.66227015960693,1.6798540270233,0.00714015960693,0.0247390270233,1.65513,1.655115,-0.000538954666172708,0.0279198734435946,1.66941031921386
"165",165,1.67234905775452,1.6808730654907,0.00706505775452,0.0156030654907,1.665284,1.66527,-0.00750496926878252,0.0186029058837698,1.67941411550904
"166",166,1.68248528938293,1.6930271793213,0.00706028938293,0.0176181793213,1.675425,1.675409,0.00161222389222737,0.0206781215667822,1.68954557876586
"167",167,1.69270392118835,1.7196521551361,0.00713992118835,0.0341031551361,1.685564,1.685549,-0.00032325813295242,0.0371668657531747,1.6998438423767
"168",168,1.70276309729004,1.7219970596924,0.00705909729004,0.0263080596924,1.695704,1.695689,-0.0168890578460625,0.029293138504052,1.70982219458008
"169",169,1.71296213803101,1.7240090448456,0.00708913803101,0.0181510448456,1.705873,1.705858,-0.00903492166139452,0.02124594755556,1.72005127606202
"170",170,1.72348415687561,1.7333570906067,0.00745415687561,0.0173420906067,1.71603,1.716015,-0.000524887969985732,0.0203949525756919,1.73093831375122
"171",171,1.73364020320129,1.7438001465759,0.00745320320129,0.0176291465759,1.726187,1.726171,0.000283112594594126,0.0203159897002874,1.74109340640258
"172",172,1.74351820713806,1.7595001401215,0.00717520713806,0.0231721401215,1.736343,1.736328,-0.000281939437842826,0.0258599369202073,1.75069341427612
"173",173,1.75353811645508,1.7641231138306,0.00703811645508,0.0176401138306,1.7465,1.746483,-0.00596202366642284,0.0206049066925398,1.76057623291016
"174",174,1.76379806695557,1.7739789911652,0.00714206695557,0.0173389911652,1.756656,1.75664,-0.000325046875028212,0.0204408747101199,1.77094013391114
"175",175,1.77430711854553,1.7996701073608,0.00749611854553,0.0328741073608,1.766811,1.766796,0.000328127380329724,0.03587204040523,1.78180323709106
"176",176,1.78406409849548,1.8003602208405,0.00709509849548,0.0234072208405,1.776969,1.776953,-0.0156060088653183,0.0260531022949719,1.79115919699096
"177",177,1.7957921842804,1.8046971385803,0.0086681842804,0.0175881385803,1.787124,1.787109,-0.00456803656010041,0.0206330400848198,1.8044603685608
"178",178,1.80441614602661,1.8145993086548,0.00713014602661,0.0173273086548,1.797286,1.797272,-0.000280992553691295,0.018807124374401,1.81154629205322
"179",179,1.81488211054993,1.8250212176514,0.00745511054993,0.0175762176514,1.807427,1.807445,0.000282801895127527,0.0206050716247916,1.82233722109986
"180",180,1.82473307374573,1.8394969781189,0.00714707374573,0.0218939781189,1.817586,1.817603,-0.000288143905672777,0.0246148675689712,1.83188014749146
